"tag" "date" "stage" "origin" "fork_length_mm" "action"
"5176" "967" 2022-06-13 "downstream" "hatch" NA "detect"
"5177" "1068" 2022-06-03 "downstream" "hatch" NA "detect"
"5178" "1540" 2022-05-25 "downstream" "hatch" NA "detect"
"5179" "3255" 2022-05-28 "downstream" "hatch" NA "detect"
"5180" "2767" 2022-06-11 "downstream" "hatch" NA "detect"
"5181" "3336" 2022-05-28 "downstream" "hatch" NA "detect"
"5182" "2051" 2022-06-03 "downstream" "hatch" NA "detect"
"5183" "1664" 2022-05-29 "downstream" "hatch" NA "detect"
"5184" "2732" 2022-06-09 "downstream" "hatch" NA "detect"
"5185" "549" 2022-05-25 "downstream" "hatch" NA "detect"
"5186" "3889" 2022-06-03 "downstream" "hatch" NA "detect"
"5187" "1029" 2022-06-05 "downstream" "hatch" NA "detect"
"5188" "2039" 2022-06-14 "downstream" "hatch" NA "detect"
"5189" "2909" 2022-06-11 "downstream" "hatch" NA "detect"
"5190" "1267" 2022-06-12 "downstream" "hatch" NA "detect"
"5191" "729" 2022-06-10 "downstream" "hatch" NA "detect"
"5192" "3295" 2022-05-31 "downstream" "hatch" NA "detect"
"5193" "4099" 2022-06-14 "downstream" "hatch" NA "detect"
"5194" "2167" 2022-06-03 "downstream" "hatch" NA "detect"
"5195" "4705" 2022-06-14 "downstream" "hatch" NA "detect"
"5196" "2463" 2022-06-05 "downstream" "hatch" NA "detect"
"5197" "43" 2022-06-10 "downstream" "hatch" NA "detect"
"5198" "3422" 2022-05-24 "downstream" "hatch" NA "detect"
"5199" "4307" 2022-06-08 "downstream" "hatch" NA "detect"
"5200" "2656" 2022-06-17 "downstream" "hatch" NA "detect"
"5201" "976" 2022-06-03 "downstream" "hatch" NA "detect"
"5202" "4067" 2022-06-07 "downstream" "hatch" NA "detect"
"5203" "2551" 2022-06-09 "downstream" "hatch" NA "detect"
"5204" "1786" 2022-05-29 "downstream" "hatch" NA "detect"
"5205" "3147" 2022-06-17 "downstream" "hatch" NA "detect"
"5206" "2646" 2022-06-11 "downstream" "hatch" NA "detect"
"5207" "2255" 2022-06-03 "downstream" "hatch" NA "detect"
"5208" "3683" 2022-05-27 "downstream" "hatch" NA "detect"
"5209" "3375" 2022-05-31 "downstream" "hatch" NA "detect"
"5210" "4270" 2022-05-30 "downstream" "hatch" NA "detect"
"5211" "3785" 2022-06-14 "downstream" "hatch" NA "detect"
"5212" "611" 2022-05-24 "downstream" "hatch" NA "detect"
"5213" "3579" 2022-05-24 "downstream" "hatch" NA "detect"
"5214" "669" 2022-06-03 "downstream" "hatch" NA "detect"
"5215" "2493" 2022-05-25 "downstream" "hatch" NA "detect"
"5216" "3829" 2022-06-14 "downstream" "hatch" NA "detect"
"5217" "4585" 2022-05-26 "downstream" "hatch" NA "detect"
"5218" "2990" 2022-05-26 "downstream" "hatch" NA "detect"
"5219" "1361" 2022-05-29 "downstream" "hatch" NA "detect"
"5220" "2225" 2022-06-08 "downstream" "hatch" NA "detect"
"5221" "4930" 2022-05-28 "downstream" "hatch" NA "detect"
"5222" "2284" 2022-06-01 "downstream" "hatch" NA "detect"
"5223" "941" 2022-06-02 "downstream" "hatch" NA "detect"
"5224" "282" 2022-05-27 "downstream" "hatch" NA "detect"
"5225" "4055" 2022-05-29 "downstream" "hatch" NA "detect"
"5226" "1908" 2022-06-12 "downstream" "hatch" NA "detect"
"5227" "317" 2022-05-27 "downstream" "hatch" NA "detect"
"5228" "3319" 2022-06-12 "downstream" "hatch" NA "detect"
"5229" "2860" 2022-06-07 "downstream" "hatch" NA "detect"
"5230" "728" 2022-06-07 "downstream" "hatch" NA "detect"
"5231" "3982" 2022-06-13 "downstream" "hatch" NA "detect"
"5232" "572" 2022-05-24 "downstream" "hatch" NA "detect"
"5233" "4891" 2022-06-03 "downstream" "hatch" NA "detect"
"5234" "3332" 2022-06-01 "downstream" "hatch" NA "detect"
"5235" "3068" 2022-06-19 "downstream" "hatch" NA "detect"
"5236" "4423" 2022-06-02 "downstream" "hatch" NA "detect"
"5237" "1586" 2022-06-11 "downstream" "hatch" NA "detect"
"5238" "4451" 2022-06-02 "downstream" "hatch" NA "detect"
"5239" "4589" 2022-05-27 "downstream" "hatch" NA "detect"
"5240" "2277" 2022-06-07 "downstream" "hatch" NA "detect"
"5241" "384" 2022-05-29 "downstream" "hatch" NA "detect"
"5242" "3376" 2022-06-06 "downstream" "hatch" NA "detect"
"5243" "2719" 2022-05-29 "downstream" "hatch" NA "detect"
"5244" "325" 2022-06-06 "downstream" "hatch" NA "detect"
"5245" "4773" 2022-05-29 "downstream" "hatch" NA "detect"
"5246" "1937" 2022-06-07 "downstream" "hatch" NA "detect"
"5247" "4328" 2022-06-04 "downstream" "hatch" NA "detect"
"5248" "3816" 2022-06-03 "downstream" "hatch" NA "detect"
"5249" "2559" 2022-05-24 "downstream" "hatch" NA "detect"
"5250" "4364" 2022-06-08 "downstream" "hatch" NA "detect"
"5251" "1295" 2022-05-27 "downstream" "hatch" NA "detect"
"5252" "3207" 2022-06-08 "downstream" "hatch" NA "detect"
"5253" "3905" 2022-06-17 "downstream" "hatch" NA "detect"
"5254" "2487" 2022-06-02 "downstream" "hatch" NA "detect"
"5255" "2152" 2022-05-28 "downstream" "hatch" NA "detect"
"5256" "1095" 2022-06-14 "downstream" "hatch" NA "detect"
"5257" "2056" 2022-06-17 "downstream" "hatch" NA "detect"
"5258" "1891" 2022-05-28 "downstream" "hatch" NA "detect"
"5259" "487" 2022-05-25 "downstream" "hatch" NA "detect"
"5260" "1130" 2022-06-03 "downstream" "hatch" NA "detect"
"5261" "3629" 2022-06-14 "downstream" "hatch" NA "detect"
"5262" "4500" 2022-06-08 "downstream" "hatch" NA "detect"
"5263" "2266" 2022-05-24 "downstream" "hatch" NA "detect"
"5264" "1949" 2022-06-16 "downstream" "hatch" NA "detect"
"5265" "4505" 2022-06-06 "downstream" "hatch" NA "detect"
"5266" "3371" 2022-06-05 "downstream" "hatch" NA "detect"
"5267" "2725" 2022-06-10 "downstream" "hatch" NA "detect"
"5268" "3151" 2022-06-07 "downstream" "hatch" NA "detect"
"5269" "2500" 2022-05-26 "downstream" "hatch" NA "detect"
"5270" "3733" 2022-06-02 "downstream" "hatch" NA "detect"
"5271" "1660" 2022-05-31 "downstream" "hatch" NA "detect"
"5272" "4888" 2022-06-08 "downstream" "hatch" NA "detect"
"5273" "141" 2022-05-24 "downstream" "hatch" NA "detect"
"5274" "1814" 2022-06-09 "downstream" "hatch" NA "detect"
"5275" "2421" 2022-06-17 "downstream" "hatch" NA "detect"
"5276" "3112" 2022-06-19 "downstream" "hatch" NA "detect"
"5277" "2937" 2022-06-05 "downstream" "hatch" NA "detect"
"5278" "969" 2022-06-01 "downstream" "hatch" NA "detect"
"5279" "3603" 2022-06-02 "downstream" "hatch" NA "detect"
"5280" "4403" 2022-05-25 "downstream" "hatch" NA "detect"
"5281" "1759" 2022-06-18 "downstream" "hatch" NA "detect"
"5282" "4070" 2022-06-13 "downstream" "hatch" NA "detect"
"5283" "3350" 2022-06-08 "downstream" "hatch" NA "detect"
"5284" "104" 2022-06-19 "downstream" "hatch" NA "detect"
"5285" "1350" 2022-06-07 "downstream" "hatch" NA "detect"
"5286" "3045" 2022-05-25 "downstream" "hatch" NA "detect"
"5287" "4076" 2022-06-02 "downstream" "hatch" NA "detect"
"5288" "2374" 2022-06-06 "downstream" "hatch" NA "detect"
"5289" "3058" 2022-06-17 "downstream" "hatch" NA "detect"
"5290" "3226" 2022-06-10 "downstream" "hatch" NA "detect"
"5291" "4185" 2022-06-01 "downstream" "hatch" NA "detect"
"5292" "4138" 2022-05-26 "downstream" "hatch" NA "detect"
"5293" "1218" 2022-06-15 "downstream" "hatch" NA "detect"
"5294" "91" 2022-05-25 "downstream" "hatch" NA "detect"
"5295" "1499" 2022-06-06 "downstream" "hatch" NA "detect"
"5296" "1666" 2022-06-03 "downstream" "hatch" NA "detect"
"5297" "1430" 2022-06-13 "downstream" "hatch" NA "detect"
"5298" "3240" 2022-06-15 "downstream" "hatch" NA "detect"
"5299" "1603" 2022-06-03 "downstream" "hatch" NA "detect"
"5300" "5001" 2022-06-23 "estuary" "wild" "81" "tag"
"5301" "5002" 2022-06-02 "estuary" "wild" "68" "tag"
"5302" "5003" 2022-06-13 "estuary" "wild" "79" "tag"
"5303" "5004" 2022-06-06 "estuary" "wild" "84" "tag"
"5304" "5005" 2022-06-12 "estuary" "wild" "90" "tag"
"5305" "5006" 2022-06-23 "estuary" "wild" "55" "tag"
"5306" "5007" 2022-06-13 "estuary" "wild" "79" "tag"
"5307" "5008" 2022-06-04 "estuary" "wild" "66" "tag"
"5308" "5009" 2022-06-27 "estuary" "wild" "76" "tag"
"5309" "5010" 2022-06-08 "estuary" "wild" "76" "tag"
"5310" "5011" 2022-06-13 "estuary" "wild" "78" "tag"
"5311" "5012" 2022-06-04 "estuary" "wild" "55" "tag"
"5312" "5013" 2022-06-06 "estuary" "wild" "75" "tag"
"5313" "5014" 2022-06-13 "estuary" "wild" "60" "tag"
"5314" "5015" 2022-06-12 "estuary" "wild" "78" "tag"
"5315" "5016" 2022-06-04 "estuary" "wild" "72" "tag"
"5316" "5017" 2022-06-04 "estuary" "wild" "64" "tag"
"5317" "5018" 2022-06-12 "estuary" "wild" "70" "tag"
"5318" "5019" 2022-06-06 "estuary" "wild" "73" "tag"
"5319" "5020" 2022-06-27 "estuary" "wild" "78" "tag"
"5320" "5021" 2022-06-13 "estuary" "wild" "54" "tag"
"5321" "5022" 2022-06-06 "estuary" "wild" "58" "tag"
"5322" "5023" 2022-06-12 "estuary" "wild" "74" "tag"
"5323" "5024" 2022-06-12 "estuary" "wild" "88" "tag"
"5324" "5025" 2022-06-23 "estuary" "wild" "101" "tag"
"5325" "5026" 2022-06-13 "estuary" "wild" "84" "tag"
"5326" "5027" 2022-06-13 "estuary" "wild" "87" "tag"
"5327" "5028" 2022-06-08 "estuary" "wild" "79" "tag"
"5328" "5029" 2022-06-27 "estuary" "wild" "88" "tag"
"5329" "5030" 2022-06-12 "estuary" "wild" "80" "tag"
"5330" "5031" 2022-06-04 "estuary" "wild" "61" "tag"
"5331" "5032" 2022-06-13 "estuary" "wild" "88" "tag"
"5332" "5033" 2022-06-04 "estuary" "wild" "67" "tag"
"5333" "5034" 2022-06-23 "estuary" "wild" "95" "tag"
"5334" "5035" 2022-06-08 "estuary" "wild" "86" "tag"
"5335" "5036" 2022-06-23 "estuary" "wild" "63" "tag"
"5336" "5037" 2022-06-08 "estuary" "wild" "69" "tag"
"5337" "5038" 2022-06-08 "estuary" "wild" "67" "tag"
"5338" "5039" 2022-06-12 "estuary" "wild" "56" "tag"
"5339" "5040" 2022-06-08 "estuary" "wild" "63" "tag"
"5340" "5041" 2022-06-02 "estuary" "wild" "72" "tag"
"5341" "5042" 2022-06-23 "estuary" "wild" "74" "tag"
"5342" "5043" 2022-06-13 "estuary" "wild" "80" "tag"
"5343" "5044" 2022-06-06 "estuary" "wild" "62" "tag"
"5344" "5045" 2022-06-06 "estuary" "wild" "97" "tag"
"5345" "5046" 2022-06-27 "estuary" "wild" "71" "tag"
"5346" "5047" 2022-06-08 "estuary" "wild" "77" "tag"
"5347" "5048" 2022-06-12 "estuary" "wild" "68" "tag"
"5348" "5049" 2022-06-06 "estuary" "wild" "73" "tag"
"5349" "5050" 2022-06-06 "estuary" "wild" "59" "tag"
"5350" "5051" 2022-06-27 "estuary" "wild" "73" "tag"
"5351" "5052" 2022-06-02 "estuary" "wild" "65" "tag"
"5352" "5053" 2022-06-23 "estuary" "wild" "80" "tag"
"5353" "5054" 2022-06-08 "estuary" "wild" "68" "tag"
"5354" "5055" 2022-06-12 "estuary" "wild" "71" "tag"
"5355" "5056" 2022-06-02 "estuary" "wild" "81" "tag"
"5356" "5057" 2022-06-02 "estuary" "wild" "64" "tag"
"5357" "5058" 2022-06-27 "estuary" "wild" "90" "tag"
"5358" "5059" 2022-06-23 "estuary" "wild" "82" "tag"
"5359" "5060" 2022-06-08 "estuary" "wild" "64" "tag"
"5360" "5061" 2022-06-27 "estuary" "wild" "84" "tag"
"5361" "5062" 2022-06-13 "estuary" "wild" "89" "tag"
"5362" "5063" 2022-06-23 "estuary" "wild" "69" "tag"
"5363" "5064" 2022-06-23 "estuary" "wild" "86" "tag"
"5364" "5065" 2022-06-08 "estuary" "wild" "91" "tag"
"5365" "5066" 2022-06-23 "estuary" "wild" "60" "tag"
"5366" "5067" 2022-06-13 "estuary" "wild" "95" "tag"
"5367" "5068" 2022-06-27 "estuary" "wild" "68" "tag"
"5368" "5069" 2022-06-06 "estuary" "wild" "77" "tag"
"5369" "5070" 2022-06-12 "estuary" "wild" "57" "tag"
"5370" "5071" 2022-06-06 "estuary" "wild" "68" "tag"
"5371" "5072" 2022-06-02 "estuary" "wild" "76" "tag"
"5372" "5073" 2022-06-12 "estuary" "wild" "80" "tag"
"5373" "5074" 2022-06-08 "estuary" "wild" "74" "tag"
"5374" "5075" 2022-06-02 "estuary" "wild" "74" "tag"
"5375" "5076" 2022-06-12 "estuary" "wild" "71" "tag"
"5376" "5077" 2022-06-06 "estuary" "wild" "72" "tag"
"5377" "5078" 2022-06-08 "estuary" "wild" "75" "tag"
"5378" "5079" 2022-06-06 "estuary" "wild" "88" "tag"
"5379" "5080" 2022-06-23 "estuary" "wild" "88" "tag"
"5380" "5081" 2022-06-02 "estuary" "wild" "65" "tag"
"5381" "5082" 2022-06-27 "estuary" "wild" "59" "tag"
"5382" "5083" 2022-06-06 "estuary" "wild" "68" "tag"
"5383" "5084" 2022-06-02 "estuary" "wild" "58" "tag"
"5384" "5085" 2022-06-13 "estuary" "wild" "75" "tag"
"5385" "5086" 2022-06-06 "estuary" "wild" "92" "tag"
"5386" "5087" 2022-06-02 "estuary" "wild" "81" "tag"
"5387" "5088" 2022-06-04 "estuary" "wild" "85" "tag"
"5388" "5089" 2022-06-04 "estuary" "wild" "82" "tag"
"5389" "5090" 2022-06-27 "estuary" "wild" "83" "tag"
"5390" "5091" 2022-06-27 "estuary" "wild" "62" "tag"
"5391" "5092" 2022-06-06 "estuary" "wild" "70" "tag"
"5392" "5093" 2022-06-04 "estuary" "wild" "67" "tag"
"5393" "5094" 2022-06-27 "estuary" "wild" "76" "tag"
"5394" "5095" 2022-06-06 "estuary" "wild" "59" "tag"
"5395" "5096" 2022-06-12 "estuary" "wild" "61" "tag"
"5396" "5097" 2022-06-08 "estuary" "wild" "67" "tag"
"5397" "5098" 2022-06-13 "estuary" "wild" "65" "tag"
"5398" "5099" 2022-06-13 "estuary" "wild" "73" "tag"
"5399" "5100" 2022-06-13 "estuary" "wild" "65" "tag"
"5400" "5101" 2022-06-06 "estuary" "wild" "74" "tag"
"5401" "5102" 2022-06-02 "estuary" "wild" "73" "tag"
"5402" "5103" 2022-06-04 "estuary" "wild" "78" "tag"
"5403" "5104" 2022-06-12 "estuary" "wild" "63" "tag"
"5404" "5105" 2022-06-08 "estuary" "wild" "85" "tag"
"5405" "5106" 2022-06-04 "estuary" "wild" "75" "tag"
"5406" "5107" 2022-06-13 "estuary" "wild" "86" "tag"
"5407" "5108" 2022-06-04 "estuary" "wild" "59" "tag"
"5408" "5109" 2022-06-27 "estuary" "wild" "74" "tag"
"5409" "5110" 2022-06-23 "estuary" "wild" "91" "tag"
"5410" "5111" 2022-06-04 "estuary" "wild" "71" "tag"
"5411" "5112" 2022-06-06 "estuary" "wild" "90" "tag"
"5412" "5113" 2022-06-08 "estuary" "wild" "78" "tag"
"5413" "5114" 2022-06-04 "estuary" "wild" "86" "tag"
"5414" "5115" 2022-06-23 "estuary" "wild" "84" "tag"
"5415" "5116" 2022-06-04 "estuary" "wild" "77" "tag"
"5416" "5117" 2022-06-02 "estuary" "wild" "105" "tag"
"5417" "5118" 2022-06-27 "estuary" "wild" "75" "tag"
"5418" "5119" 2022-06-23 "estuary" "wild" "74" "tag"
"5419" "5120" 2022-06-13 "estuary" "wild" "80" "tag"
"5420" "5121" 2022-06-04 "estuary" "wild" "103" "tag"
"5421" "5122" 2022-06-12 "estuary" "wild" "76" "tag"
"5422" "5123" 2022-06-12 "estuary" "wild" "69" "tag"
"5423" "5124" 2022-06-23 "estuary" "wild" "74" "tag"
"5424" "5125" 2022-06-23 "estuary" "wild" "80" "tag"
"5425" "5126" 2022-06-04 "estuary" "wild" "59" "tag"
"5426" "5127" 2022-06-13 "estuary" "wild" "64" "tag"
"5427" "5128" 2022-06-13 "estuary" "wild" "75" "tag"
"5428" "5129" 2022-06-06 "estuary" "wild" "61" "tag"
"5429" "5130" 2022-06-02 "estuary" "wild" "57" "tag"
"5430" "5131" 2022-06-23 "estuary" "wild" "71" "tag"
"5431" "5132" 2022-06-04 "estuary" "wild" "84" "tag"
"5432" "5133" 2022-06-23 "estuary" "wild" "85" "tag"
"5433" "5134" 2022-06-13 "estuary" "wild" "74" "tag"
"5434" "5135" 2022-06-23 "estuary" "wild" "82" "tag"
"5435" "5136" 2022-06-27 "estuary" "wild" "92" "tag"
"5436" "5137" 2022-06-27 "estuary" "wild" "61" "tag"
"5437" "5138" 2022-06-04 "estuary" "wild" "57" "tag"
"5438" "5139" 2022-06-13 "estuary" "wild" "58" "tag"
"5439" "5140" 2022-06-06 "estuary" "wild" "72" "tag"
"5440" "5141" 2022-06-23 "estuary" "wild" "79" "tag"
"5441" "5142" 2022-06-12 "estuary" "wild" "74" "tag"
"5442" "5143" 2022-06-02 "estuary" "wild" "81" "tag"
"5443" "5144" 2022-06-23 "estuary" "wild" "74" "tag"
"5444" "5145" 2022-06-23 "estuary" "wild" "77" "tag"
"5445" "5146" 2022-06-06 "estuary" "wild" "81" "tag"
"5446" "5147" 2022-06-27 "estuary" "wild" "67" "tag"
"5447" "5148" 2022-06-27 "estuary" "wild" "74" "tag"
"5448" "5149" 2022-06-27 "estuary" "wild" "108" "tag"
"5449" "5150" 2022-06-13 "estuary" "wild" "62" "tag"
"5450" "5151" 2022-06-23 "estuary" "wild" "87" "tag"
"5451" "5152" 2022-06-27 "estuary" "wild" "84" "tag"
"5452" "5153" 2022-06-06 "estuary" "wild" "66" "tag"
"5453" "5154" 2022-06-02 "estuary" "wild" "62" "tag"
"5454" "5155" 2022-06-12 "estuary" "wild" "100" "tag"
"5455" "5156" 2022-06-08 "estuary" "wild" "78" "tag"
"5456" "5157" 2022-06-06 "estuary" "wild" "68" "tag"
"5457" "5158" 2022-06-27 "estuary" "wild" "68" "tag"
"5458" "5159" 2022-06-23 "estuary" "wild" "74" "tag"
"5459" "5160" 2022-06-08 "estuary" "wild" "83" "tag"
"5460" "5161" 2022-06-13 "estuary" "wild" "60" "tag"
"5461" "5162" 2022-06-27 "estuary" "wild" "63" "tag"
"5462" "5163" 2022-06-23 "estuary" "wild" "70" "tag"
"5463" "5164" 2022-06-02 "estuary" "wild" "80" "tag"
"5464" "5165" 2022-06-04 "estuary" "wild" "85" "tag"
"5465" "5166" 2022-06-04 "estuary" "wild" "77" "tag"
"5466" "5167" 2022-06-04 "estuary" "wild" "64" "tag"
"5467" "5168" 2022-06-13 "estuary" "wild" "74" "tag"
"5468" "5169" 2022-06-04 "estuary" "wild" "51" "tag"
"5469" "5170" 2022-06-13 "estuary" "wild" "74" "tag"
"5470" "5171" 2022-06-27 "estuary" "wild" "79" "tag"
"5471" "5172" 2022-06-02 "estuary" "wild" "72" "tag"
"5472" "5173" 2022-06-13 "estuary" "wild" "65" "tag"
"5473" "5174" 2022-06-23 "estuary" "wild" "84" "tag"
"5474" "5175" 2022-06-08 "estuary" "wild" "69" "tag"
"5475" "5176" 2022-06-27 "estuary" "wild" "87" "tag"
"5476" "5177" 2022-06-23 "estuary" "wild" "46" "tag"
"5477" "5178" 2022-06-27 "estuary" "wild" "85" "tag"
"5478" "5179" 2022-06-23 "estuary" "wild" "66" "tag"
"5479" "5180" 2022-06-02 "estuary" "wild" "60" "tag"
"5480" "5181" 2022-06-27 "estuary" "wild" "67" "tag"
"5481" "5182" 2022-06-23 "estuary" "wild" "84" "tag"
"5482" "5183" 2022-06-04 "estuary" "wild" "81" "tag"
"5483" "5184" 2022-06-06 "estuary" "wild" "81" "tag"
"5484" "5185" 2022-06-06 "estuary" "wild" "81" "tag"
"5485" "5186" 2022-06-02 "estuary" "wild" "85" "tag"
"5486" "5187" 2022-06-27 "estuary" "wild" "79" "tag"
"5487" "5188" 2022-06-06 "estuary" "wild" "63" "tag"
"5488" "5189" 2022-06-04 "estuary" "wild" "72" "tag"
"5489" "5190" 2022-06-02 "estuary" "wild" "84" "tag"
"5490" "5191" 2022-06-02 "estuary" "wild" "87" "tag"
"5491" "5192" 2022-06-06 "estuary" "wild" "87" "tag"
"5492" "5193" 2022-06-08 "estuary" "wild" "77" "tag"
"5493" "5194" 2022-06-08 "estuary" "wild" "79" "tag"
"5494" "5195" 2022-06-12 "estuary" "wild" "74" "tag"
"5495" "5196" 2022-06-27 "estuary" "wild" "65" "tag"
"5496" "5197" 2022-06-06 "estuary" "wild" "60" "tag"
"5497" "5198" 2022-06-06 "estuary" "wild" "68" "tag"
"5498" "5199" 2022-06-08 "estuary" "wild" "63" "tag"
"5499" "5200" 2022-06-13 "estuary" "wild" "64" "tag"
"5500" "5201" 2022-06-02 "estuary" "wild" "64" "tag"
"5501" "5202" 2022-06-27 "estuary" "wild" "97" "tag"
"5502" "5203" 2022-06-08 "estuary" "wild" "66" "tag"
"5503" "5204" 2022-06-23 "estuary" "wild" "79" "tag"
"5504" "5205" 2022-06-04 "estuary" "wild" "66" "tag"
"5505" "5206" 2022-06-27 "estuary" "wild" "78" "tag"
"5506" "5207" 2022-06-04 "estuary" "wild" "66" "tag"
"5507" "5208" 2022-06-08 "estuary" "wild" "81" "tag"
"5508" "5209" 2022-06-08 "estuary" "wild" "93" "tag"
"5509" "5210" 2022-06-23 "estuary" "wild" "104" "tag"
"5510" "5211" 2022-06-13 "estuary" "wild" "73" "tag"
"5511" "5212" 2022-06-27 "estuary" "wild" "65" "tag"
"5512" "5213" 2022-06-06 "estuary" "wild" "101" "tag"
"5513" "5214" 2022-06-23 "estuary" "wild" "63" "tag"
"5514" "5215" 2022-06-06 "estuary" "wild" "78" "tag"
"5515" "5216" 2022-06-13 "estuary" "wild" "80" "tag"
"5516" "5217" 2022-06-23 "estuary" "wild" "85" "tag"
"5517" "5218" 2022-06-02 "estuary" "wild" "65" "tag"
"5518" "5219" 2022-06-13 "estuary" "wild" "73" "tag"
"5519" "5220" 2022-06-04 "estuary" "wild" "63" "tag"
"5520" "5221" 2022-06-08 "estuary" "wild" "77" "tag"
"5521" "5222" 2022-06-23 "estuary" "wild" "72" "tag"
"5522" "5223" 2022-06-27 "estuary" "wild" "85" "tag"
"5523" "5224" 2022-06-06 "estuary" "wild" "78" "tag"
"5524" "5225" 2022-06-08 "estuary" "wild" "69" "tag"
"5525" "5226" 2022-06-27 "estuary" "wild" "62" "tag"
"5526" "5227" 2022-06-04 "estuary" "wild" "69" "tag"
"5527" "5228" 2022-06-13 "estuary" "wild" "89" "tag"
"5528" "5229" 2022-06-23 "estuary" "wild" "89" "tag"
"5529" "5230" 2022-06-06 "estuary" "wild" "79" "tag"
"5530" "5231" 2022-06-23 "estuary" "wild" "61" "tag"
"5531" "5232" 2022-06-08 "estuary" "wild" "65" "tag"
"5532" "5233" 2022-06-23 "estuary" "wild" "85" "tag"
"5533" "5234" 2022-06-23 "estuary" "wild" "88" "tag"
"5534" "5235" 2022-06-13 "estuary" "wild" "69" "tag"
"5535" "5236" 2022-06-12 "estuary" "wild" "76" "tag"
"5536" "5237" 2022-06-12 "estuary" "wild" "64" "tag"
"5537" "5238" 2022-06-02 "estuary" "wild" "77" "tag"
"5538" "5239" 2022-06-02 "estuary" "wild" "77" "tag"
"5539" "5240" 2022-06-13 "estuary" "wild" "80" "tag"
"5540" "5241" 2022-06-04 "estuary" "wild" "94" "tag"
"5541" "5242" 2022-06-02 "estuary" "wild" "69" "tag"
"5542" "5243" 2022-06-02 "estuary" "wild" "54" "tag"
"5543" "5244" 2022-06-04 "estuary" "wild" "83" "tag"
"5544" "5245" 2022-06-23 "estuary" "wild" "74" "tag"
"5545" "5246" 2022-06-02 "estuary" "wild" "55" "tag"
"5546" "5247" 2022-06-08 "estuary" "wild" "86" "tag"
"5547" "5248" 2022-06-08 "estuary" "wild" "76" "tag"
"5548" "5249" 2022-06-27 "estuary" "wild" "76" "tag"
"5549" "5250" 2022-06-06 "estuary" "wild" "87" "tag"
"5550" "5251" 2022-06-02 "estuary" "wild" "73" "tag"
"5551" "5252" 2022-06-06 "estuary" "wild" "80" "tag"
"5552" "5253" 2022-06-08 "estuary" "wild" "62" "tag"
"5553" "5254" 2022-06-06 "estuary" "wild" "88" "tag"
"5554" "5255" 2022-06-13 "estuary" "wild" "80" "tag"
"5555" "5256" 2022-06-08 "estuary" "wild" "88" "tag"
"5556" "5257" 2022-06-02 "estuary" "wild" "63" "tag"
"5557" "5258" 2022-06-12 "estuary" "wild" "79" "tag"
"5558" "5259" 2022-06-02 "estuary" "wild" "93" "tag"
"5559" "5260" 2022-06-23 "estuary" "wild" "67" "tag"
"5560" "5261" 2022-06-06 "estuary" "wild" "87" "tag"
"5561" "5262" 2022-06-08 "estuary" "wild" "79" "tag"
"5562" "5263" 2022-06-23 "estuary" "wild" "91" "tag"
"5563" "5264" 2022-06-27 "estuary" "wild" "80" "tag"
"5564" "5265" 2022-06-02 "estuary" "wild" "81" "tag"
"5565" "5266" 2022-06-08 "estuary" "wild" "56" "tag"
"5566" "5267" 2022-06-04 "estuary" "wild" "73" "tag"
"5567" "5268" 2022-06-02 "estuary" "wild" "80" "tag"
"5568" "5269" 2022-06-27 "estuary" "wild" "77" "tag"
"5569" "5270" 2022-06-27 "estuary" "wild" "76" "tag"
"5570" "5271" 2022-06-08 "estuary" "wild" "69" "tag"
"5571" "5272" 2022-06-23 "estuary" "wild" "63" "tag"
"5572" "5273" 2022-06-08 "estuary" "wild" "81" "tag"
"5573" "5274" 2022-06-08 "estuary" "wild" "73" "tag"
"5574" "5275" 2022-06-27 "estuary" "wild" "81" "tag"
"5575" "5276" 2022-06-13 "estuary" "wild" "75" "tag"
"5576" "5277" 2022-06-02 "estuary" "wild" "57" "tag"
"5577" "5278" 2022-06-02 "estuary" "wild" "72" "tag"
"5578" "5279" 2022-06-12 "estuary" "wild" "87" "tag"
"5579" "5280" 2022-06-13 "estuary" "wild" "69" "tag"
"5580" "5281" 2022-06-08 "estuary" "wild" "77" "tag"
"5581" "5282" 2022-06-27 "estuary" "wild" "66" "tag"
"5582" "5283" 2022-06-23 "estuary" "wild" "70" "tag"
"5583" "5284" 2022-06-02 "estuary" "wild" "72" "tag"
"5584" "5285" 2022-06-08 "estuary" "wild" "77" "tag"
"5585" "5286" 2022-06-02 "estuary" "wild" "63" "tag"
"5586" "5287" 2022-06-02 "estuary" "wild" "75" "tag"
"5587" "5288" 2022-06-23 "estuary" "wild" "76" "tag"
"5588" "5289" 2022-06-12 "estuary" "wild" "84" "tag"
"5589" "5290" 2022-06-23 "estuary" "wild" "88" "tag"
"5590" "5291" 2022-06-23 "estuary" "wild" "75" "tag"
"5591" "5292" 2022-06-13 "estuary" "wild" "75" "tag"
"5592" "5293" 2022-06-23 "estuary" "wild" "76" "tag"
"5593" "5294" 2022-06-08 "estuary" "wild" "96" "tag"
"5594" "5295" 2022-06-06 "estuary" "wild" "80" "tag"
"5595" "5296" 2022-06-13 "estuary" "wild" "81" "tag"
"5596" "5297" 2022-06-27 "estuary" "wild" "68" "tag"
"5597" "5298" 2022-06-13 "estuary" "wild" "80" "tag"
"5598" "5299" 2022-06-27 "estuary" "wild" "60" "tag"
