date,watershed,river,site,method,local,water_temp_start,fork_length_mm,annoted_species,confirmed_species,tag_id_long
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,72,ck,chinook,989.001038889040
2022-06-15,nanaimo,nanaimo,jack point,beach seine,marine,13.1,71,ck,chinook,989.001038888302
2022-06-21,nanaimo,nanaimo,jack point,beach seine,marine,13.3,74,ck,chinook,989.001038886691
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,78,ck,chinook,989.001038888557
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,72,ck,chinook,989.001038889042
2022-06-21,nanaimo,nanaimo,jack point,beach seine,marine,13.3,83,ck,chinook,989.001038886201
2022-06-15,nanaimo,nanaimo,jack point,beach seine,marine,13.1,70,ck,chinook,989.001038887720
2021-06-07,nanaimo,nanaimo,jack point,beach seine,marine,13.8,66,ck,chinook,989.001038745232
2021-06-07,nanaimo,nanaimo,jack point,beach seine,marine,13.8,89,ck,chinook,989.001038745220
2021-06-07,nanaimo,nanaimo,jack point,beach seine,marine,13.8,70,ck,chinook,989.001038745188
2021-06-14,nanaimo,nanaimo,jack point,beach seine,marine,14,64,ck,chinook,989.001038885363
2021-06-09,nanaimo,nanaimo,jack point,beach seine,marine,13.6,86,ck,chinook,989.001038746655
2021-06-07,nanaimo,nanaimo,jack point,beach seine,marine,13.8,70,ck,chinook,989.001038748218
2021-06-14,nanaimo,nanaimo,jack point,beach seine,marine,14,81,ck,chinook,989.001038885374
2021-06-07,nanaimo,nanaimo,jack point,beach seine,marine,13.8,70,ck,chinook,989.001038748663
2021-06-23,nanaimo,nanaimo,newcastle,beach seine,marine,19,105,ck,chinook,989.001038884889
2021-06-14,nanaimo,nanaimo,jack point,beach seine,marine,14,92,ck,chinook,989.001038885406
2021-06-07,nanaimo,nanaimo,jack point,beach seine,marine,13.8,72,ck,chinook,989.001038748232
2021-06-14,nanaimo,nanaimo,jack point,beach seine,marine,14,68,ck,chinook,989.001038884376
2021-06-07,nanaimo,nanaimo,jack point,beach seine,marine,13.8,74,ck,chinook,989.001038745251
2021-06-09,nanaimo,nanaimo,jack point,beach seine,marine,13.6,71,ck,chinook,989.001038744274
2022-06-30,nanaimo,nanaimo,newcastle,beach seine,marine,15,78,ck,chinook,989.001041745997
2021-06-14,nanaimo,nanaimo,jack point,beach seine,marine,14,78,ck,chinook,989.001038885384
2021-06-09,nanaimo,nanaimo,jack point,beach seine,marine,13.6,77,ck,chinook,989.001038747703
2021-06-14,nanaimo,nanaimo,jack point,beach seine,marine,14,102,ck,chinook,989.001038885345
2021-06-07,nanaimo,nanaimo,jack point,beach seine,marine,13.8,82,ck,chinook,989.001038745273
2021-06-14,nanaimo,nanaimo,jack point,beach seine,marine,14,77,ck,chinook,989.001038885847
2021-06-07,nanaimo,nanaimo,jack point,beach seine,marine,13.8,67,ck,chinook,989.001038744163
2021-06-07,nanaimo,nanaimo,jack point,beach seine,marine,13.8,78,ck,chinook,989.001038744078
2021-06-14,nanaimo,nanaimo,jack point,beach seine,marine,14,72,ck,chinook,989.001038885380
2021-06-09,nanaimo,nanaimo,jack point,beach seine,marine,13.6,75,ck,chinook,989.001038744130
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,79,ck,chinook,989.001038888893
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,87,ck,chinook,989.001038868272
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,84,ck,chinook,989.001038867307
2022-06-21,nanaimo,nanaimo,newcastle,beach seine,marine,13.4,78,ck,chinook,989.001038884653
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,73,ck,chinook,989.001038868237
2022-06-15,nanaimo,nanaimo,jack point,beach seine,marine,13.1,73,ck,chinook,989.001038887701
2022-06-15,nanaimo,nanaimo,jack point,beach seine,marine,13.1,90,ck,chinook,989.001038888243
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,71,ck,chinook,989.001038886124
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,90,ck,chinook,989.001038884445
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,81,ck,chinook,989.001041999801
2022-06-08,nanaimo,nanaimo,jack point,beach seine,marine,12.6,72,ck,chinook,989.001038886654
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,84,ck,chinook,989.001038884520
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,82,ck,chinook,989.001038867318
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,90,ck,chinook,989.001038884517
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,74,ck,chinook,989.001038888524
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,93,ck,chinook,989.001038888553
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,69,ck,chinook,989.001038867229
2022-06-21,nanaimo,nanaimo,newcastle,beach seine,marine,13.4,79,ck,chinook,989.001041745322
2022-06-21,nanaimo,nanaimo,newcastle,beach seine,marine,13.4,88,ck,chinook,989.001041994203
2022-06-21,nanaimo,nanaimo,newcastle,beach seine,marine,13.4,76,ck,chinook,989.001041745298
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,83,ck,chinook,989.001038868277
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,66,ck,chinook,989.001038888471
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,75,ck,chinook,989.001038888594
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,76,ck,chinook,989.001038886119
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,80,ck,chinook,989.001038868288
2022-06-21,nanaimo,nanaimo,jack point,beach seine,marine,13.3,84,ck,chinook,989.001038886198
2022-06-08,nanaimo,nanaimo,jack point,beach seine,marine,12.6,74,ck,chinook,989.001038868242
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,73,ck,chinook,989.001038888985
2022-06-21,nanaimo,nanaimo,newcastle,beach seine,marine,13.4,80,ck,chinook,989.001038884647
2022-06-21,nanaimo,nanaimo,jack point,beach seine,marine,13.3,85,ck,chinook,989.001038885634
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,85,ck,chinook,989.001038889006
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,72,ck,chinook,989.001038887510
2022-06-21,nanaimo,nanaimo,jack point,beach seine,marine,13.3,79,ck,chinook,989.001038886155
2022-06-15,nanaimo,nanaimo,jack point,beach seine,marine,13.1,81,ck,chinook,989.001038887683
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,88,ck,chinook,989.001038888623
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,84,ck,chinook,989.001038888571
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,78,ck,chinook,989.001038889034
2022-06-21,nanaimo,nanaimo,newcastle,beach seine,marine,13.4,90,ck,chinook,989.001041745370
2022-06-16,nanaimo,nanaimo,snuneymuxw beach,beach seine,marine,13.2,80,ck,chinook,989.001038886228
2022-06-21,nanaimo,nanaimo,jack point,beach seine,marine,13.3,68,ck,chinook,989.001038885563
2022-06-15,nanaimo,nanaimo,jack point,beach seine,marine,13.1,69,ck,chinook,989.001038888264
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,72,ck,chinook,989.001038887519
2022-06-21,nanaimo,nanaimo,jack point,beach seine,marine,13.3,77,ck,chinook,989.001038885573
2022-06-21,nanaimo,nanaimo,jack point,beach seine,marine,13.3,92,ck,chinook,989.001038886199
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,79,ck,chinook,989.001038888965
2022-06-08,nanaimo,nanaimo,jack point,beach seine,marine,12.6,81,ck,chinook,989.001038868245
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,81,ck,chinook,989.001038884535
2022-06-15,nanaimo,nanaimo,jack point,beach seine,marine,13.1,76,ck,chinook,989.001038887714
2022-06-15,nanaimo,nanaimo,jack point,beach seine,marine,13.1,81,ck,chinook,989.001038888301
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,81,ck,chinook,989.001038889022
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,84,ck,chinook,989.001038867232
2022-06-16,nanaimo,nanaimo,snuneymuxw beach,beach seine,marine,13.2,91,ck,chinook,989.001038886229
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,81,ck,chinook,989.001038888993
2022-06-15,nanaimo,nanaimo,jack point,beach seine,marine,13.1,74,ck,chinook,989.001038888265
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,80,ck,chinook,989.001038885716
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,80,ck,chinook,989.001038868313
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,72,ck,chinook,989.001038888900
2022-06-08,nanaimo,nanaimo,jack point,beach seine,marine,12.6,73,ck,chinook,989.001038868243
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,72,ck,chinook,989.001038888897
2022-06-15,nanaimo,nanaimo,jack point,beach seine,marine,13.1,65,ck,chinook,989.001038887684
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,85,ck,chinook,989.001041993220
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,87,ck,chinook,989.001038884486
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,89,ck,chinook,989.001038867222
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,87,ck,chinook,989.001038885718
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,79,ck,chinook,989.001038868314
2022-06-21,nanaimo,nanaimo,jack point,beach seine,marine,13.3,73,ck,chinook,989.001038886194
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,77,ck,chinook,989.001038888622
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,72,ck,chinook,989.001038888933
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,84,ck,chinook,989.001038888551
2022-06-21,nanaimo,nanaimo,newcastle,beach seine,marine,13.4,95,ck,chinook,989.001038884642
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,81,ck,chinook,989.001038886132
2022-06-15,nanaimo,nanaimo,jack point,beach seine,marine,13.1,84,ck,chinook,989.001038888272
2022-06-21,nanaimo,nanaimo,jack point,beach seine,marine,13.3,83,ck,chinook,989.001038885598
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,82,ck,chinook,989.001038868246
2022-06-15,nanaimo,nanaimo,jack point,beach seine,marine,13.1,84,ck,chinook,989.001038887719
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,94,ck,chinook,989.001038888549
2022-06-21,nanaimo,nanaimo,newcastle,beach seine,marine,13.4,92,ck,chinook,989.001042002798
2022-06-15,nanaimo,nanaimo,jack point,beach seine,marine,13.1,65,ck,chinook,989.001042004766
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,75,ck,chinook,989.001038888501
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,75,ck,chinook,989.001038884488
2022-06-21,nanaimo,nanaimo,jack point,beach seine,marine,13.3,76,ck,chinook,989.001038886223
2022-06-21,nanaimo,nanaimo,newcastle,beach seine,marine,13.4,93,ck,chinook,989.001041745336
2022-06-15,nanaimo,nanaimo,jack point,beach seine,marine,13.1,81,ck,chinook,989.001038887708
2022-06-08,nanaimo,nanaimo,jack point,beach seine,marine,12.6,69,ck,chinook,989.001038886718
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,74,ck,chinook,989.001038889010
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,73,ck,chinook,989.001038885726
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,75,ck,chinook,989.001038868309
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,88,ck,chinook,989.001038867313
2022-06-15,nanaimo,nanaimo,jack point,beach seine,marine,13.1,73,ck,chinook,989.001038887649
2022-06-15,nanaimo,nanaimo,jack point,beach seine,marine,13.1,79,ck,chinook,989.001038887662
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,91,ck,chinook,989.001038867263
2022-06-21,nanaimo,nanaimo,jack point,beach seine,marine,13.3,92,ck,chinook,989.001038886692
2022-06-21,nanaimo,nanaimo,newcastle,beach seine,marine,13.4,97,ck,chinook,989.001038884686
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,85,ck,chinook,989.001038888626
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,81,ck,chinook,989.001038868286
2022-06-15,nanaimo,nanaimo,jack point,beach seine,marine,13.1,73,ck,chinook,989.001038888332
2022-06-15,nanaimo,nanaimo,jack point,beach seine,marine,13.1,83,ck,chinook,989.001038887697
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,71,ck,chinook,989.001038886072
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,81,ck,chinook,989.001038868249
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,72,ck,chinook,989.001038868229
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,76,ck,chinook,989.001038886122
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,72,ck,chinook,989.001038886065
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,77,ck,chinook,989.001038884482
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,80,ck,chinook,989.001038884532
2022-06-21,nanaimo,nanaimo,jack point,beach seine,marine,13.3,74,ck,chinook,989.001038886208
2022-06-21,nanaimo,nanaimo,jack point,beach seine,marine,13.3,66,ck,chinook,989.001038886721
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,86,ck,chinook,989.001038888587
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,79,ck,chinook,989.001038884476
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,80,ck,chinook,989.001038884477
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,78,ck,chinook,989.001038868318
2022-06-21,nanaimo,nanaimo,newcastle,beach seine,marine,13.4,83,ck,chinook,989.001038884700
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,78,ck,chinook,989.001038886126
2022-06-21,nanaimo,nanaimo,newcastle,beach seine,marine,13.4,87,ck,chinook,989.001041745319
2022-06-08,nanaimo,nanaimo,jack point,beach seine,marine,12.6,70,ck,chinook,989.001038886680
2022-06-21,nanaimo,nanaimo,jack point,beach seine,marine,13.3,77,ck,chinook,989.001038886741
2022-06-15,nanaimo,nanaimo,jack point,beach seine,marine,13.1,73,ck,chinook,989.001038887675
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,83,ck,chinook,989.001038885688
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,78,ck,chinook,989.001038886060
2022-06-15,nanaimo,nanaimo,jack point,beach seine,marine,13.1,70,ck,chinook,989.001038887731
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,86,ck,chinook,989.001038867221
2022-06-21,nanaimo,nanaimo,jack point,beach seine,marine,13.3,79,ck,chinook,989.001038886181
2022-06-21,nanaimo,nanaimo,jack point,beach seine,marine,13.3,92,ck,chinook,989.001038886160
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,73,ck,chinook,989.001038888959
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,86,ck,chinook,989.001042000227
2021-06-14,nanaimo,nanaimo,jack point,beach seine,marine,14,78,ck,chinook,989.001038885437
2021-06-14,nanaimo,nanaimo,jack point,beach seine,marine,14,72,ck,chinook,989.001038885870
2021-06-09,nanaimo,nanaimo,jack point,beach seine,marine,13.6,64,ck,chinook,989.001038746611
2021-06-09,nanaimo,nanaimo,jack point,beach seine,marine,13.6,70,ck,chinook,989.001038744189
2021-06-23,nanaimo,nanaimo,newcastle,beach seine,marine,19,135,ck,chinook,989.001038746198
2021-06-07,nanaimo,nanaimo,jack point,beach seine,marine,13.8,70,ck,chinook,989.001038748693
2021-06-09,nanaimo,nanaimo,jack point,beach seine,marine,13.6,62,ck,chinook,989.001038744259
2021-06-14,nanaimo,nanaimo,jack point,beach seine,marine,14,74,ck,chinook,989.001038885915
2021-06-14,nanaimo,nanaimo,jack point,beach seine,marine,14,106,ck,chinook,989.001038885419
2021-06-07,nanaimo,nanaimo,jack point,beach seine,marine,13.8,71,ck,chinook,989.001038748208
2021-06-09,nanaimo,nanaimo,jack point,beach seine,marine,13.6,69,ck,chinook,989.001038747732
2021-06-14,nanaimo,nanaimo,jack point,beach seine,marine,14,65,ck,chinook,989.001038885344
2021-06-07,nanaimo,nanaimo,jack point,beach seine,marine,13.8,93,ck,chinook,989.001038748274
2021-06-09,nanaimo,nanaimo,jack point,beach seine,marine,13.6,70,ck,chinook,989.001038747783
2021-06-14,nanaimo,nanaimo,jack point,beach seine,marine,14,77,ck,chinook,989.001038747387
2021-06-07,nanaimo,nanaimo,jack point,beach seine,marine,13.8,66,ck,chinook,989.001038748240
2021-06-07,nanaimo,nanaimo,jack point,beach seine,marine,13.8,77,ck,chinook,989.001038745189
2021-06-14,nanaimo,nanaimo,jack point,beach seine,marine,14,72,ck,chinook,989.001038747358
2021-06-23,nanaimo,nanaimo,newcastle,beach seine,marine,19,108,ck,chinook,989.001038746208
2021-06-14,nanaimo,nanaimo,jack point,beach seine,marine,14,84,ck,chinook,989.001038885430
2021-06-09,nanaimo,nanaimo,jack point,beach seine,marine,13.6,73,ck,chinook,989.001038747796
2021-06-09,nanaimo,nanaimo,jack point,beach seine,marine,13.6,69,ck,chinook,989.001038744158
2021-06-14,nanaimo,nanaimo,jack point,beach seine,marine,14,65,ck,chinook,989.001038747332
2022-06-15,nanaimo,nanaimo,jack point,beach seine,marine,13.1,79,ck,chinook,989.001038888263
2022-06-21,nanaimo,nanaimo,newcastle,beach seine,marine,13.4,96,ck,chinook,989.001038884691
2022-06-08,nanaimo,nanaimo,jack point,beach seine,marine,12.6,76,ck,chinook,989.001038886668
2022-06-21,nanaimo,nanaimo,jack point,beach seine,marine,13.3,76,ck,chinook,989.001038885624
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,78,ck,chinook,989.001038884536
2022-06-21,nanaimo,nanaimo,jack point,beach seine,marine,13.3,74,ck,chinook,989.001038885586
2022-06-21,nanaimo,nanaimo,newcastle,beach seine,marine,13.4,87,ck,chinook,989.001041745321
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,81,ck,chinook,989.001038886082
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,75,ck,chinook,989.001038889003
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,83,ck,chinook,989.001038888966
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,67,ck,chinook,989.001038888447
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,85,ck,chinook,989.001038885703
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,81,ck,chinook,989.001038889026
2022-06-16,nanaimo,nanaimo,snuneymuxw beach,beach seine,marine,13.2,72,ck,chinook,989.001038886163
2021-06-14,nanaimo,nanaimo,jack point,beach seine,marine,14,91,ck,chinook,989.001038885886
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,80,ck,chinook,989.001038884537
2022-06-15,nanaimo,nanaimo,jack point,beach seine,marine,13.1,79,ck,chinook,989.001038887678
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,73,ck,chinook,989.001038867254
2022-06-15,nanaimo,nanaimo,jack point,beach seine,marine,13.1,73,ck,chinook,989.001038888326
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,77,ck,chinook,989.001038884463
2022-06-15,nanaimo,nanaimo,jack point,beach seine,marine,13.1,70,ck,chinook,989.001038887706
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,78,ck,chinook,989.001038886069
2022-06-21,nanaimo,nanaimo,jack point,beach seine,marine,13.3,79,ck,chinook,989.001038885619
2022-06-21,nanaimo,nanaimo,newcastle,beach seine,marine,13.4,91,ck,chinook,989.001038884674
2022-06-15,nanaimo,nanaimo,jack point,beach seine,marine,13.1,69,ck,chinook,989.001038888269
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,82,ck,chinook,989.001038888934
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,72,ck,chinook,989.001038888880
2022-06-21,nanaimo,nanaimo,newcastle,beach seine,marine,13.4,83,ck,chinook,989.001041745303
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,72,ck,chinook,989.001038888543
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,86,ck,chinook,989.001038868289
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,78,ck,chinook,989.001038887501
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,,ck,chinook,989.001038884481
2022-06-15,nanaimo,nanaimo,jack point,beach seine,marine,13.1,80,ck,chinook,989.001038887741
2022-06-15,nanaimo,nanaimo,jack point,beach seine,marine,13.1,83,ck,chinook,989.001038888298
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,83,ck,chinook,989.001038868280
2022-06-21,nanaimo,nanaimo,jack point,beach seine,marine,13.3,78,ck,chinook,989.001038886197
2022-06-15,nanaimo,nanaimo,jack point,beach seine,marine,13.1,78,ck,chinook,989.001038888260
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,74,ck,chinook,989.001038868228
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,78,ck,chinook,989.001038868226
2022-06-15,nanaimo,nanaimo,jack point,beach seine,marine,13.1,69,ck,chinook,989.001038888315
2021-06-14,nanaimo,nanaimo,jack point,beach seine,marine,14,69,ck,chinook,989.001038885914
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,88,ck,chinook,989.001038888577
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,85,ck,chinook,989.001038868271
2022-06-21,nanaimo,nanaimo,newcastle,beach seine,marine,13.4,82,ck,chinook,989.001038884648
2022-06-15,nanaimo,nanaimo,jack point,beach seine,marine,13.1,79,ck,chinook,989.001038888201
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,74,ck,chinook,989.001038888452
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,79,ck,chinook,989.001038885736
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,79,ck,chinook,989.001038867282
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,82,ck,chinook,989.001038884508
2022-06-21,nanaimo,nanaimo,jack point,beach seine,marine,13.3,87,ck,chinook,989.001038886169
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,75,ck,chinook,989.001038888578
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,84,ck,chinook,989.001038889037
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,75,ck,chinook,989.001038887468
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,82,ck,chinook,989.001038888527
2021-06-14,nanaimo,nanaimo,jack point,beach seine,marine,14,74,ck,chinook,989.001038885891
2021-06-14,nanaimo,nanaimo,jack point,beach seine,marine,14,74,ck,chinook,989.001038885891
2022-06-21,nanaimo,nanaimo,jack point,beach seine,marine,13.3,69,ck,chinook,989.001038886195
2022-06-21,nanaimo,nanaimo,jack point,beach seine,marine,13.2,67,ck,chinook,989.001038886730
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,86,ck,chinook,989.001038888638
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,77,ck,chinook,989.001038888464
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,75,ck,chinook,989.001038888535
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,79,ck,chinook,989.001038868236
2022-06-21,nanaimo,nanaimo,newcastle,beach seine,marine,13.4,100,ck,chinook,989.001038884726
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,88,ck,chinook,989.001038867276
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,77,ck,chinook,989.001038867257
2022-06-21,nanaimo,nanaimo,newcastle,beach seine,marine,13.4,81,ck,chinook,989.001038884730
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,86,ck,chinook,989.001038888448
2022-06-21,nanaimo,nanaimo,newcastle,beach seine,marine,13.4,93,ck,chinook,989.001041745337
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,81,ck,chinook,989.001038887452
2022-06-15,nanaimo,nanaimo,jack point,beach seine,marine,13.1,83,ck,chinook,989.001038887668
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,79,ck,chinook,989.001038867224
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,70,ck,chinook,989.001038888634
2022-06-21,nanaimo,nanaimo,newcastle,beach seine,marine,13.4,88,ck,chinook,989.001041745331
2022-06-16,nanaimo,nanaimo,snuneymuxw beach,beach seine,marine,13.2,84,ck,chinook,989.001042047972
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,84,ck,chinook,989.001038867248
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,87,ck,chinook,989.001038867295
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,82,ck,chinook,989.001038888504
2022-06-21,nanaimo,nanaimo,jack point,beach seine,marine,13.3,82,ck,chinook,989.001038885613
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,75,ck,chinook,989.001038889043
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,82,ck,chinook,989.001038888997
2022-06-21,nanaimo,nanaimo,jack point,beach seine,marine,13.3,95,ck,chinook,989.001038886242
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,86,ck,chinook,989.001038888517
2022-06-15,nanaimo,nanaimo,jack point,beach seine,marine,13.1,65,ck,chinook,989.001038887736
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,94,ck,chinook,989.001038884521
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,79,ck,chinook,989.001038868291
2022-06-06,nanaimo,nanaimo,jack point,beach seine,marine,10.6,82,ck,chinook,989.001038884502
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,67,ck,chinook,989.001038888458
2022-06-15,nanaimo,nanaimo,jack point,beach seine,marine,13.1,79,ck,chinook,989.001038887717
2022-06-21,nanaimo,nanaimo,newcastle,beach seine,marine,13.4,86,ck,chinook,989.001038884675
2022-06-15,nanaimo,nanaimo,jack point,beach seine,marine,13.1,85,ck,chinook,989.001038888318
2021-06-07,nanaimo,nanaimo,jack point,beach seine,marine,13.8,76,ck,chinook,989.001038748686
2021-06-09,nanaimo,nanaimo,jack point,beach seine,marine,13.6,71,ck,chinook,989.001038744204
2021-06-07,nanaimo,nanaimo,jack point,beach seine,marine,13.8,69,ck,chinook,989.001038748242
2021-06-14,nanaimo,nanaimo,jack point,beach seine,marine,14,68,ck,chinook,989.001038747352
2021-06-09,nanaimo,nanaimo,jack point,beach seine,marine,13.6,68,ck,chinook,989.001038744206
